Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
0,1,53,1,1,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,1
0,1,37,1,1,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12,1
0,1,39,0,0,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30,0
1,0,29,1,1,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0,0
1,1,38,1,0,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65,0
1,1,59,1,1,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0,1
1,1,19,0,0,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65,0
0,1,39,1,1,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4,1
1,1,22,0,0,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10,0
1,1,50,0,1,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,1
1,1,22,1,0,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62,1
1,1,56,1,1,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,1
1,1,39,0,0,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0,0
1,1,29,0,0,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0,1
1,1,42,1,1,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0,1
1,1,56,1,1,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21,1
1,1,27,1,1,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,1
0,0,21,1,0,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,0
0,1,42,1,1,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17,1
0,1,48,1,1,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68,1
1,1,53,1,1,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0,1
0,1,64,0,0,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,0
0,1,49,0,0,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,0
0,1,49,1,1,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4,1
1,1,23,0,1,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0,0
1,1,50,1,1,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29,0
1,1,51,0,1,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0,0
1,1,34,1,1,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,1
0,1,49,1,1,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40,1
0,1,56,1,0,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4,1
1,1,46,1,1,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24,1
1,1,25,0,0,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0,0
0,1,68,0,1,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,0
0,1,10,0,0,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93,0
0,1,44,1,0,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,1
1,1,61,0,1,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,0
0,1,18,0,1,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1,0
0,1,58,1,1,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,1
0,1,58,1,1,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41,0
1,1,64,0,0,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5,0
1,1,66,0,1,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0,0
0,0,21,1,1,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12,1
1,1,39,1,1,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,1
1,1,50,1,1,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,1
0,1,43,1,1,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,0
1,1,41,1,1,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,1
1,1,46,1,0,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,1
1,1,41,1,1,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,1
0,1,31,1,0,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,0
0,1,53,0,0,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,0
0,1,39,1,1,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,1
0,1,53,1,1,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,1
1,1,25,1,0,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4,1
0,0,20,1,0,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,0
1,0,46,1,0,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0,0
1,1,10,0,0,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,0
0,1,47,1,1,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,1
1,1,32,0,0,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,0
0,1,14,0,0,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,0
0,1,16,1,1,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,1
0,1,53,0,0,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,0
1,1,55,1,1,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,1
0,1,28,1,1,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,1
0,1,49,0,0,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,0
1,1,54,0,1,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0,0
0,1,70,0,0,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,0
0,0,25,1,0,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,0
0,1,48,1,1,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,1
1,1,7,0,0,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0,0
1,1,39,1,0,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,0
1,1,79,1,0,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,0
0,0,28,1,1,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,0
1,1,41,1,1,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,1
0,0,27,1,1,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,0
0,1,59,1,1,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,1
0,1,21,0,0,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117,0
1,1,48,1,0,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,1
1,1,53,1,0,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,0
0,1,42,1,1,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,0
0,0,48,1,0,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27,0
1,1,59,0,0,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,1
0,1,53,1,1,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,1
1,1,24,0,0,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,0
1,1,56,0,0,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,0
0,1,42,1,1,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,1
0,0,24,1,0,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,0
1,1,28,1,1,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,1
0,1,17,0,0,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,0
1,1,31,1,1,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0,0
1,1,60,1,1,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,1
1,0,39,1,1,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,1
0,1,47,1,0,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26,1
1,1,60,1,0,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,0
1,1,13,1,1,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,1
1,0,29,1,1,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,0
0,1,45,1,1,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,1
1,1,44,1,1,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0,1
0,1,50,1,0,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,1
0,1,26,0,0,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,0
0,1,27,1,1,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,1
1,1,16,1,1,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,1
0,0,24,1,0,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,0
1,0,34,1,1,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,0
0,1,30,1,1,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,1
1,1,50,1,0,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,1
1,0,21,1,0,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,0
1,1,61,0,0,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,0
0,1,32,1,1,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,0
0,1,22,0,1,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,0
1,1,46,1,1,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,0
0,0,15,1,0,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,0
0,1,29,0,0,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,0
0,1,12,0,0,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,0
1,0,50,1,1,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,0
1,1,54,1,0,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,0
1,1,69,0,0,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,0
1,1,38,0,0,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,0
0,0,25,1,1,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,0
1,1,26,1,0,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,0
0,1,53,1,1,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,1
1,1,47,1,1,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,1
1,1,42,1,1,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,1
1,0,19,1,0,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,0
1,1,63,0,0,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,0
1,0,18,1,0,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,0
1,1,52,0,0,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,0
1,1,60,1,1,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,0
1,1,38,1,1,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,1
1,1,41,1,0,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,1
1,1,41,1,1,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,1
0,0,15,1,0,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,0
0,1,49,1,0,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,0
1,1,18,0,0,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,1
0,1,39,1,0,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,1
0,1,25,1,1,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,0
1,0,28,1,1,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,1
0,1,37,1,1,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,1
0,1,31,0,0,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,0
0,1,32,0,0,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,0
0,0,25,1,0,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,0
1,1,55,1,1,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,1
1,1,51,1,1,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,1
0,1,40,1,1,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,1
1,1,25,1,1,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,1
0,1,70,0,0,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,0
0,1,55,1,0,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,0
1,1,53,0,0,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,0
1,1,73,1,1,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,0
0,1,32,1,1,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,1
1,1,30,0,1,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,0
1,1,19,0,0,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,0
1,1,33,1,1,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,1
0,1,13,0,0,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,0
1,1,53,1,1,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,1
0,0,31,1,0,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,0
1,1,62,1,1,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,1
1,1,29,0,0,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,0
1,1,57,1,1,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,1
1,1,34,1,1,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,1
1,0,45,1,0,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,0
0,1,65,0,0,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,0
0,1,48,1,1,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,0
0,1,8,0,0,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,0
1,1,36,0,0,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,0
0,1,48,1,1,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,1
0,1,10,0,0,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,0
1,0,24,1,0,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,1
1,1,52,1,1,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,1
1,0,43,1,0,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,0
0,1,21,1,1,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,1
0,0,24,1,0,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,0
1,0,40,1,1,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,1
0,1,8,0,0,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,0
0,1,40,1,1,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,1
1,1,41,1,1,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,1
0,1,67,0,1,2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,0
1,1,40,1,1,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,1
0,1,51,1,1,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,1
0,1,59,1,1,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,0
1,1,29,1,1,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0,1
1,1,70,0,0,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,1
1,1,12,0,1,1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,45,0
1,0,26,1,1,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,1
1,1,41,1,1,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,0,1
1,1,60,1,1,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,1
1,1,39,0,0,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,0,0
0,1,68,0,0,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,0
1,1,32,1,1,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,1
1,1,18,0,0,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,0
1,1,15,0,0,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,0,0
0,1,43,1,1,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,7,1
1,1,49,0,0,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,0,0
1,1,25,0,0,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,14,0
0,1,50,0,0,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,0
0,1,39,1,1,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123,1
0,1,33,1,1,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,1
1,1,17,0,1,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,27,0
1,1,41,1,1,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5,1
1,1,31,1,1,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,0,1
0,0,39,1,1,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,1
1,1,64,1,1,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0,1
1,1,52,1,1,3935,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,25,1
0,1,30,1,1,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,7,0
0,1,42,1,0,292,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29,1
0,1,48,1,1,544,2,2,2,2,4,4,5,4,4,5,4,3,4,5,62,46,1
1,1,29,0,0,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0,0
0,0,23,1,0,271,5,0,5,1,3,5,4,3,4,5,4,5,5,3,62,84,1
1,1,74,1,0,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,41,0
1,1,60,1,1,1276,3,1,1,1,5,3,4,3,3,3,3,2,3,2,10,0,0
0,1,46,1,1,3185,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,0
1,1,55,1,1,451,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,2,1
1,1,41,1,1,1981,4,4,4,4,4,4,2,5,5,5,5,4,5,4,0,0,1
1,1,59,0,1,1605,2,5,2,5,2,3,5,2,2,2,2,3,2,4,41,19,0
1,1,57,1,1,1005,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,0,1
0,1,36,1,0,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,0
1,1,16,0,0,308,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,0,0
0,1,54,1,1,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0,1
0,0,38,1,0,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,2,0
1,1,36,1,0,190,3,2,2,2,3,4,3,3,1,2,1,2,3,3,0,0,1
0,1,25,1,1,1197,5,5,3,5,5,5,5,5,2,4,4,1,1,5,0,5,1
0,1,55,0,1,814,3,2,3,4,2,3,3,3,3,3,3,2,3,1,25,19,0
0,1,40,0,0,1514,2,3,2,5,1,2,1,1,2,5,2,5,3,1,0,0,0
0,1,21,0,0,632,1,5,1,4,2,1,4,2,4,2,5,4,5,2,9,,0
0,0,38,1,1,213,3,4,4,4,1,4,1,1,2,3,3,1,4,1,0,0,0
0,1,10,0,0,852,2,5,2,2,4,2,4,4,4,5,5,4,4,4,1,1,0
0,1,60,1,1,1056,1,1,5,1,4,4,4,4,2,4,4,4,3,4,214,210,1
0,0,45,1,0,1013,3,3,3,4,4,3,4,4,1,3,2,4,4,4,0,0,0
1,0,54,1,0,575,1,0,1,1,2,1,2,2,3,3,2,4,4,2,0,8,0
1,1,51,1,1,3236,4,4,4,4,5,4,5,3,3,4,5,3,3,4,0,13,1
1,1,44,1,1,2764,5,5,5,5,3,5,5,2,2,2,2,4,2,3,8,15,1
0,1,46,0,1,399,2,4,3,2,4,4,5,4,4,3,4,4,4,3,0,0,0
1,0,20,1,1,408,5,0,5,2,3,5,3,3,3,5,5,3,4,3,0,0,1
0,1,44,1,1,1162,4,4,4,4,4,1,2,4,4,4,4,2,4,2,0,4,1
1,1,36,0,1,1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0,0
0,1,13,0,0,366,4,4,4,5,5,4,5,5,4,4,4,3,4,5,63,47,0
1,1,38,0,1,368,4,3,3,3,2,3,2,2,1,3,4,4,3,2,0,0,0
0,1,33,1,1,239,1,1,1,1,5,5,1,4,4,4,4,4,4,1,0,0,1
1,1,63,0,0,695,2,1,2,3,2,2,2,2,1,3,4,1,3,2,7,32,0
0,1,60,1,1,1020,4,4,4,4,3,4,4,5,5,5,5,4,5,5,5,0,1
0,1,62,0,0,163,3,2,3,4,2,3,3,3,3,3,1,1,3,2,0,0,0
0,1,50,1,0,125,4,3,1,3,2,4,3,3,3,4,3,1,3,4,0,0,0
0,1,24,1,1,1208,4,5,5,5,4,4,4,4,2,2,4,1,4,4,1,0,1
0,1,15,0,0,667,2,5,3,4,5,3,4,5,4,3,5,3,4,5,35,35,0
1,1,34,1,1,334,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0,0,0
0,1,36,1,1,2046,4,1,1,1,2,3,4,4,4,3,4,1,4,2,0,62,0
0,1,50,1,1,1566,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,1
1,1,19,0,0,445,4,4,2,3,2,2,2,2,1,5,3,1,3,2,2,0,1
1,1,52,1,1,2590,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0,1
1,1,50,1,1,2136,4,4,4,4,2,4,4,5,5,5,5,5,5,3,1,0,1
0,0,26,1,0,643,1,1,1,3,1,1,2,1,4,5,3,4,3,1,0,0,0
0,0,49,1,1,1440,2,2,2,4,5,2,5,5,5,5,4,3,5,5,15,3,0
1,1,54,0,1,594,1,3,2,2,4,2,4,4,5,4,2,4,4,4,0,0,0
1,0,27,1,1,296,5,5,5,3,2,5,2,2,4,3,5,4,5,2,28,51,1
1,1,60,1,1,2611,4,4,4,4,4,4,4,4,4,5,4,4,4,4,17,10,1
1,1,10,0,0,867,4,4,4,1,4,4,4,4,4,4,4,3,5,4,0,0,0
0,1,15,0,0,862,1,5,1,4,4,1,4,4,4,3,4,5,5,4,0,1,0
0,0,20,1,0,257,3,1,3,3,3,3,3,3,4,2,3,2,4,3,6,0,0
1,1,52,1,1,2398,2,2,2,2,2,5,1,4,4,4,4,5,4,5,109,100,1
1,1,60,0,0,812,1,2,1,2,2,1,2,2,4,5,1,3,2,2,38,22,0
1,1,44,1,1,2496,4,4,4,4,2,3,5,4,4,4,4,5,4,3,0,0,1
0,1,50,1,0,140,5,1,1,1,5,2,3,5,5,5,5,4,5,4,71,58,1
1,1,40,1,1,3142,4,4,4,4,4,4,4,3,2,4,5,4,4,4,145,147,1
0,0,23,1,0,842,1,1,1,1,1,1,5,1,5,5,4,4,5,1,0,0,0
0,1,30,0,0,861,4,1,3,2,4,3,4,4,3,5,2,4,3,4,26,14,0
1,1,51,0,1,1747,2,4,3,3,1,3,4,5,5,3,2,1,5,3,10,0,0
0,1,58,1,0,302,2,1,1,1,5,2,3,2,2,2,2,4,2,3,17,3,0
1,1,46,0,0,602,5,4,5,2,2,5,2,2,4,2,5,5,5,2,0,0,1
1,1,52,1,1,265,3,4,4,4,3,1,1,3,3,4,3,4,3,3,97,123,0
1,0,20,1,1,283,5,0,5,2,5,5,5,5,4,5,5,5,5,5,13,8,1
1,1,46,1,1,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,0,1
1,0,46,1,0,1253,3,3,3,3,2,3,2,2,1,4,4,1,3,2,0,0,0
0,1,46,1,1,2758,4,4,4,4,2,5,1,4,4,4,4,3,4,5,0,0,1
1,1,56,1,1,3344,0,5,0,1,3,4,4,2,2,2,2,4,2,5,0,2,1
1,1,54,0,1,2565,1,4,2,4,2,3,5,3,5,5,5,5,5,5,0,0,0
0,1,55,1,1,3494,5,5,5,5,3,5,5,3,3,3,3,5,3,5,1,0,1
0,0,27,1,1,780,4,4,4,3,4,4,2,4,1,2,4,3,4,4,26,23,0
1,1,52,0,0,721,1,4,0,4,5,0,5,5,3,2,5,5,4,5,0,0,0
1,1,18,0,0,1440,1,4,1,1,5,1,5,5,3,3,3,5,4,5,3,0,0
0,1,48,1,1,2624,3,3,3,3,2,2,1,4,4,4,4,2,4,1,0,0,1
1,1,66,0,0,493,2,5,2,3,5,2,5,5,5,5,5,4,5,5,15,0,0
1,1,42,1,1,307,4,4,4,4,4,5,4,5,5,5,5,3,5,3,19,11,1
1,1,43,1,1,2864,1,4,4,4,5,2,3,1,1,1,1,2,1,1,8,0,0
1,1,36,1,1,2614,1,4,4,4,5,4,4,1,1,1,1,1,1,2,9,3,0
1,1,50,1,1,2633,2,2,2,2,4,5,4,3,3,4,3,5,3,4,0,3,1
0,1,45,0,0,489,2,5,2,3,1,4,3,3,3,2,3,4,3,2,0,0,0
0,1,45,1,1,3139,2,3,5,5,1,3,3,2,2,2,2,1,2,2,0,0,0
0,1,56,1,1,2139,3,3,3,3,5,5,5,5,5,5,5,3,5,4,38,25,1
1,1,42,1,0,671,4,1,1,1,4,4,4,4,4,3,1,5,2,4,60,71,1
0,1,58,1,1,1578,4,4,2,4,4,5,4,4,4,4,4,5,4,4,0,0,1
1,1,9,0,0,1121,3,5,3,3,1,3,1,1,3,4,4,5,4,1,0,0,0
1,1,60,0,0,2475,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,79,0
0,1,52,0,0,2454,1,1,1,4,4,3,4,4,4,1,4,2,4,4,0,0,0
1,1,50,0,0,872,3,3,3,4,3,3,3,3,4,5,4,3,4,3,0,0,0
1,1,12,0,0,1979,2,5,2,3,1,2,1,1,3,5,4,5,5,1,0,29,0
0,1,50,1,0,2425,2,5,5,5,5,2,3,2,2,2,2,1,2,2,2,0,0
1,1,59,0,0,1306,3,5,2,3,5,2,5,5,4,4,3,5,4,5,0,0,0
0,0,21,1,1,1694,5,0,4,2,2,4,2,2,5,2,3,4,5,2,0,0,1
